Member_number,Date,itemDescription,Cost,Date_Numeric_value
1286,10-Jul-15,meat,20,42195
1648,01-May-15,pork,8,42125
1544,25-Feb-15,dessert,10,42060
2925,16-Mar-15,other vegetables,5,42079
1276,23-Nov-15,condensed milk,1.5,42331
1908,26-Jul-15,ice cream,15,42211
2519,30-May-15,chicken,6,42154
3096,07-Jul-15,root vegetables,7,42192
1001,02-May-15,curd,3,42126
4699,29-Mar-15,hamburger meat,5,42092
1417,18-Sep-15,UHT-milk,8,42265
4034,29-Aug-15,frankfurter,2,42245
4711,19-Jun-15,pastry,5,42174
3584,17-Dec-15,other vegetables,5,42355
2981,03-Dec-15,onions,3,42341
1820,21-Mar-15,pastry,5,42084
3793,15-Apr-15,citrus fruit,3,42109
1965,04-Aug-15,hamburger meat,5,42220
4903,01-May-15,chicken,6,42125
1845,11-Feb-15,whole milk,2,42046
2384,02-Jan-15,chicken,6,42006
2584,25-Apr-15,shopping bags,0.8,42119
1193,12-Nov-15,citrus fruit,3,42320
4267,06-Sep-15,citrus fruit,3,42253
2707,05-May-15,chicken,6,42129
3214,08-May-15,bottled beer,30,42132
1171,15-Jan-15,specialty chocolate,20,42019
1950,11-Nov-15,other vegetables,5,42319
4737,19-Sep-15,pork,8,42266
3589,04-Nov-15,whole milk,2,42312
2246,29-Aug-15,beef,7,42245
2128,10-Aug-15,sausage,1.49,42226
3866,21-Apr-15,root vegetables,7,42115
1882,09-Jul-15,chicken,6,42194
2574,25-Aug-15,turkey,13,42241
2011,22-Dec-15,soda,6,42360
4223,20-Jul-15,root vegetables,7,42205
2068,07-Apr-15,sausage,1.49,42101
3035,09-May-15,pastry,5,42133
2597,08-May-15,sausage,1.49,42132
1306,08-Jan-15,yogurt,1.65,42012
1789,24-Apr-15,pip fruit,3,42118
1003,10-Feb-15,sausage,1.49,42045
3378,13-Jan-15,ham,10,42017
4460,01-May-15,meat,20,42125
1961,21-Jun-15,other vegetables,5,42176
4576,18-Jun-15,meat,20,42173
3061,10-Feb-15,rolls/buns,1,42045
1016,19-Jul-15,chicken,6,42204
3528,19-May-15,sausage,1.49,42143
4566,10-Mar-15,canned beer,3.5,42073
1979,20-Nov-15,yogurt,1.65,42328
3662,03-Dec-15,chicken,6,42341
2700,13-May-15,hamburger meat,5,42137
2432,12-Dec-15,whole milk,2,42350
2693,17-Aug-15,frankfurter,2,42233
1456,20-Nov-15,newspapers,2,42328
4081,20-Oct-15,whole milk,2,42297
4588,30-Jun-15,rolls/buns,1,42185
1892,08-Mar-15,other vegetables,5,42071
1922,07-Feb-15,sausage,1.49,42042
1440,06-Dec-15,sausage,1.49,42344
1420,19-Jun-15,canned beer,3.5,42174
2273,21-Oct-15,tropical fruit,4,42298
4910,25-Nov-15,condensed milk,1.5,42333
4593,04-Aug-15,margarine,5,42220
1380,21-Nov-15,whole milk,2,42329
4035,26-Jul-15,yogurt,1.65,42211
3063,28-Dec-15,processed cheese,12,42366
2558,12-Aug-15,grapes,7,42228
1744,27-Jun-15,canned beer,3.5,42182
3162,06-Jun-15,soda,6,42161
3216,12-Feb-15,whole milk,2,42047
4783,27-Jan-15,sausage,1.49,42031
2592,25-Sep-15,pork,8,42272
3141,19-Jul-15,pork,8,42204
2315,20-Dec-15,turkey,13,42358
3318,12-Jan-15,other vegetables,5,42016
4594,02-May-15,whipped/sour cream,7,42126
2428,14-Aug-15,hard cheese,14,42230
4613,17-May-15,pork,8,42141
1676,11-Oct-15,citrus fruit,3,42288
1259,21-Nov-15,sausage,1.49,42329
3930,12-Jul-15,citrus fruit,3,42197
3995,26-Jun-15,other vegetables,5,42181
1038,14-Dec-15,Instant food products,16,42352
4794,06-Sep-15,sausage,1.49,42253
3960,21-Sep-15,frankfurter,2,42268
3077,05-Jan-15,chicken,6,42009
1161,14-Mar-15,other vegetables,5,42077
1800,16-Apr-15,chicken,6,42110
1717,09-Nov-15,chicken,6,42317
1888,06-Jun-15,ham,10,42161
2138,04-Mar-15,pip fruit,3,42067
1866,13-Feb-15,sausage,1.49,42048
4745,29-Sep-15,ham,10,42276
1269,12-Sep-15,other vegetables,5,42259
4721,15-Jun-15,sausage,1.49,42170
2885,22-Mar-15,tropical fruit,4,42085
1435,24-Apr-15,ham,10,42118
1887,03-Feb-15,tropical fruit,4,42038
4776,26-Mar-15,canned beer,3.5,42089
4313,16-May-15,sugar,15,42140
3545,28-Aug-15,bottled water,2,42244
2307,12-Mar-15,whole milk,2,42075
1215,18-Jan-15,pip fruit,3,42022
1428,18-Jan-15,rolls/buns,1,42022
4297,27-Oct-15,whole milk,2,42304
1812,14-Oct-15,hamburger meat,5,42291
2217,02-Dec-15,soda,6,42340
2378,15-Apr-15,whipped/sour cream,7,42109
2397,23-Jun-15,organic sausage,17,42178
3419,20-Aug-15,onions,3,42236
4131,29-Mar-15,sausage,1.49,42092
2220,04-Aug-15,sausage,1.49,42220
3870,21-Mar-15,root vegetables,7,42084
1483,14-Jun-15,root vegetables,7,42169
3449,29-Nov-15,pork,8,42337
1959,02-May-14,softener,10,41761
4825,17-Jan-15,ham,10,42021
3289,02-May-15,frankfurter,2,42126
1256,29-Aug-15,UHT-milk,8,42245
3369,23-Mar-15,frozen vegetables,10,42086
2191,25-Oct-15,pip fruit,3,42302
4645,06-Dec-15,tropical fruit,4,42344
3818,08-Aug-15,meat,20,42224
3857,04-Nov-15,other vegetables,5,42312
3651,31-Jul-15,root vegetables,7,42216
3689,29-Jul-15,liqueur,18,42214
2361,03-Oct-15,soda,6,42280
2513,15-Dec-15,margarine,5,42353
2110,29-Jul-15,frankfurter,2,42214
4895,21-Jul-15,sugar,15,42206
2756,31-Jul-15,sausage,1.49,42216
1960,09-Jan-15,chicken,6,42013
3924,29-Oct-15,domestic eggs,4,42306
3020,27-Aug-15,condensed milk,1.5,42243
4531,10-Aug-15,canned beer,3.5,42226
4901,14-Feb-15,frankfurter,2,42049
3787,24-Sep-15,pork,8,42271
3688,24-Sep-15,whole milk,2,42271
4717,10-Apr-15,tropical fruit,4,42104
2210,25-Sep-15,pork,8,42272
4152,29-May-15,root vegetables,7,42153
4507,18-Jun-15,citrus fruit,3,42173
1118,13-May-15,house keeping products,10,42137
4953,07-May-15,pip fruit,3,42131
4417,21-Jan-15,ham,10,42025
2358,15-Dec-15,waffles,6,42353
3122,05-Feb-15,beverages,35,42040
3920,10-May-15,beverages,35,42134
4592,08-Dec-15,citrus fruit,3,42346
1326,09-Nov-15,ice cream,15,42317
3729,29-Nov-15,salty snack,5,42337
2627,31-Oct-15,rolls/buns,1,42308
3393,07-Nov-15,white bread,0.4,42315
4302,03-Aug-15,tropical fruit,4,42219
1734,15-Feb-15,chocolate,5,42050
3635,26-Feb-15,whole milk,2,42061
3232,18-Dec-15,yogurt,1.65,42356
2805,18-Apr-15,coffee,15,42112
2214,19-Jan-15,soda,6,42023
4725,02-Dec-15,butter milk,1.65,42340
4975,02-Nov-15,pork,8,42310
3393,23-Feb-15,condensed milk,1.5,42058
4456,08-Aug-15,sugar,15,42224
4744,29-Aug-15,frankfurter,2,42245
1264,30-Jul-15,sausage,1.49,42215
3104,18-May-15,bottled water,2,42142
4966,25-Jan-15,sausage,1.49,42029
4183,15-Jan-15,salty snack,5,42019
3786,10-Feb-15,light bulbs,6,42045
3299,28-Feb-15,onions,3,42063
1656,07-Jul-15,tropical fruit,4,42192
4753,05-Mar-15,soups,7,42068
2857,18-Apr-15,whole milk,2,42112
3692,18-Oct-15,bottled water,2,42295
2613,23-Aug-15,other vegetables,5,42239
3509,08-Jul-15,soda,6,42193
3048,06-Oct-15,frankfurter,2,42283
1160,21-Aug-15,domestic eggs,4,42237
2629,26-Apr-15,curd cheese,7,42120
1444,06-Jun-15,butter,1.5,42161
2578,01-Dec-15,whole milk,2,42339
4184,28-Jun-15,pastry,5,42183
3201,27-Nov-15,tropical fruit,4,42335
3311,02-May-15,misc. beverages,20,42126
4294,08-Jan-15,other vegetables,5,42012
2283,18-Jan-15,root vegetables,7,42022
3325,07-Nov-15,ham,10,42315
3621,02-Nov-15,rolls/buns,1,42310
1968,03-Oct-15,pastry,5,42280
3717,01-Apr-15,fruit/vegetable juice,10,42095
4704,18-Aug-15,chewing gum,2,42234
3904,11-May-15,sausage,1.49,42135
2336,07-Oct-15,other vegetables,5,42284
3546,22-Nov-15,whole milk,2,42330
3797,23-Aug-15,root vegetables,7,42239
4607,15-Dec-15,ice cream,15,42353
4522,18-May-15,canned beer,3.5,42142
4695,13-Oct-15,tropical fruit,4,42290
4919,30-Mar-15,citrus fruit,3,42093
3289,15-Mar-15,specialty chocolate,20,42078
1200,26-Sep-15,candy,10,42273
3789,06-Sep-15,margarine,5,42253
1289,08-Nov-15,other vegetables,5,42316
2415,29-Apr-15,tropical fruit,4,42123
1943,30-Sep-15,tropical fruit,4,42277
3685,26-Aug-15,specialty chocolate,20,42242
3447,27-Nov-15,frankfurter,2,42335
2164,08-Oct-15,misc. beverages,20,42285
4107,05-Feb-15,tropical fruit,4,42040
2744,19-May-15,ham,10,42143
1051,12-Aug-15,other vegetables,5,42228
2087,09-Apr-15,tropical fruit,4,42103
1020,13-Oct-15,canned beer,3.5,42290
4546,09-Apr-15,beef,7,42103
1182,29-Nov-15,hamburger meat,5,42337
2727,15-Dec-15,whole milk,2,42353
4314,29-Apr-15,finished products,30,42123
2745,19-Feb-15,other vegetables,5,42054
3147,20-Feb-15,citrus fruit,3,42055
2677,07-Dec-15,sausage,1.49,42345
2321,08-Apr-15,sausage,1.49,42102
4708,02-Oct-15,pork,8,42279
3225,12-Dec-15,berries,6.5,42350
3401,28-Sep-15,sausage,1.49,42275
3735,27-Apr-15,berries,6.5,42121
2486,25-Nov-15,sausage,1.49,42333
4790,15-Aug-15,pasta,10,42231
1730,19-Sep-15,other vegetables,5,42266
4724,12-Feb-15,sausage,1.49,42047
4951,09-Jan-15,other vegetables,5,42013
1341,30-Oct-15,frankfurter,2,42307
4519,02-Sep-15,sausage,1.49,42249
2914,01-Apr-15,UHT-milk,8,42095
3916,04-Oct-15,whole milk,2,42281
4145,11-Apr-15,misc. beverages,20,42105
3657,27-Jan-15,liver loaf,4,42031
2546,07-May-15,pet care,20,42131
2738,03-Feb-15,whole milk,2,42038
1491,30-Dec-15,chicken,6,42368
3268,18-Apr-15,dessert,10,42112
1820,07-Apr-15,pork,8,42101
1923,06-Dec-15,beef,7,42344
2968,17-Oct-15,soda,6,42294
4970,08-Aug-15,pet care,20,42224
4827,03-Oct-15,root vegetables,7,42280
3474,07-Apr-15,tropical fruit,4,42101
4417,19-Mar-15,chicken,6,42082
3061,05-Nov-15,soda,6,42313
4364,25-May-15,chicken,6,42149
2887,17-Jan-15,tropical fruit,4,42021
1292,24-Oct-15,beverages,35,42301
1693,27-Dec-15,onions,3,42365
2267,07-Jan-15,whole milk,2,42011
2663,10-Sep-15,chicken,6,42257
1551,11-Jun-15,tropical fruit,4,42166
3421,12-May-15,citrus fruit,3,42136
2785,12-Jul-15,semi-finished bread,2,42197
4326,02-May-15,tropical fruit,4,42126
2871,20-Dec-15,hamburger meat,5,42358
4969,26-May-15,sausage,1.49,42150
3463,24-Sep-15,tropical fruit,4,42271
1504,30-Nov-15,curd,3,42338
2528,19-Oct-15,tropical fruit,4,42296
1959,19-Mar-15,citrus fruit,3,42082
2479,13-Jan-15,whole milk,2,42017
4809,13-Apr-15,zwieback,7,42107
4047,06-Mar-15,cream cheese ,18,42069
2781,11-Jan-15,rolls/buns,1,42015
1837,03-Jan-15,meat,20,42007
3288,26-Apr-15,brown bread,0.8,42120
1152,20-Apr-15,soda,6,42114
1641,23-Jun-15,UHT-milk,8,42178
2685,19-Jul-15,frankfurter,2,42204
3599,08-Jan-15,meat,20,42012
2114,06-Nov-15,whole milk,2,42314
2019,08-Sep-15,sausage,1.49,42255
4019,19-Mar-15,herbs,7,42082
3663,28-Jun-15,whole milk,2,42183
3170,03-Dec-15,other vegetables,5,42341
3537,24-Sep-15,brown bread,0.8,42271
3918,22-Jun-15,whipped/sour cream,7,42177
3507,22-Jul-15,other vegetables,5,42207
4453,22-May-15,pork,8,42146
2769,31-Jul-15,flower soil/fertilizer,8,42216
4151,02-Nov-15,whole milk,2,42310
2291,10-Apr-15,grapes,7,42104
1677,21-Feb-15,liver loaf,4,42056
1499,06-Mar-15,rolls/buns,1,42069
2274,05-Jan-15,citrus fruit,3,42009
2186,02-Apr-15,sausage,1.49,42096
4437,07-Aug-15,pastry,5,42223
4856,03-Jan-15,beverages,35,42007
3413,23-Sep-15,beverages,35,42270
4741,25-Sep-15,other vegetables,5,42272
4406,27-May-15,tropical fruit,4,42151
2601,30-Apr-15,beef,7,42124
4845,12-Oct-15,frozen dessert,7,42289
3695,09-Jul-15,soda,6,42194
2202,28-Feb-15,pork,8,42063
1027,25-Feb-15,rolls/buns,1,42060
1744,28-Sep-15,domestic eggs,4,42275
4864,04-Dec-15,whole milk,2,42342
3730,27-Jul-15,candy,10,42212
2127,01-Jan-15,pork,8,42005
2672,26-Nov-15,frankfurter,2,42334
1930,02-Feb-15,ham,10,42037
3623,07-May-15,salty snack,5,42131
4082,01-May-15,whole milk,2,42125
4387,26-Jul-15,canned beer,3.5,42211
4424,22-Aug-15,newspapers,2,42238
3630,24-Jul-15,hard cheese,14,42209
2202,28-May-15,tropical fruit,4,42152
3036,18-Sep-15,yogurt,1.65,42265
4529,10-May-15,tropical fruit,4,42134
1968,16-Feb-15,whole milk,2,42051
1511,22-Mar-15,ice cream,15,42085
1503,17-Aug-15,bottled beer,30,42233
2091,30-Jul-15,citrus fruit,3,42215
1651,22-Feb-15,hamburger meat,5,42057
1553,20-Mar-15,frozen fish,15,42083
4746,09-Dec-15,frozen vegetables,10,42347
2902,12-Jun-15,tropical fruit,4,42167
4205,29-Jan-15,citrus fruit,3,42033
1508,15-Nov-15,sausage,1.49,42323
2403,01-Dec-15,whipped/sour cream,7,42339
4705,22-May-15,sausage,1.49,42146
1285,21-Jul-15,yogurt,1.65,42206
4238,03-Dec-15,pastry,5,42341
1938,08-May-15,pork,8,42132
3402,23-May-15,curd,3,42147
4031,18-Oct-15,sausage,1.49,42295
1739,31-May-15,sausage,1.49,42155
2104,27-Feb-15,berries,6.5,42062
4516,07-Dec-15,root vegetables,7,42345
3485,22-Jul-15,rolls/buns,1,42207
4462,07-Jun-15,domestic eggs,4,42162
2544,29-Jan-15,tidbits,26,42033
2805,30-Aug-15,curd,3,42246
2969,24-Aug-15,hygiene articles,4,42240
3563,25-Nov-15,spread cheese,8,42333
2683,18-Jan-15,berries,6.5,42022
3776,18-Jul-15,coffee,15,42203
1331,29-Nov-15,other vegetables,5,42337
1498,28-May-15,frankfurter,2,42152
3890,11-Jan-15,sausage,1.49,42015
4559,07-Feb-15,ice cream,15,42042
2723,31-Jan-15,frankfurter,2,42035
2925,11-Dec-15,dessert,10,42349
3684,15-Feb-15,ham,10,42050
1770,19-Nov-15,semi-finished bread,2,42327
3661,17-Jun-15,whole milk,2,42172
1044,25-Oct-15,root vegetables,7,42302
3031,25-Nov-15,beef,7,42333
3028,19-May-15,citrus fruit,3,42143
3035,04-Mar-15,citrus fruit,3,42067
3189,23-Nov-15,bottled water,2,42331
3766,08-Nov-15,pork,8,42316
4540,04-Aug-15,frankfurter,2,42220
4362,11-Jul-15,berries,6.5,42196
4355,21-Nov-15,bottled beer,30,42329
1510,25-Oct-15,ham,10,42302
4299,14-Aug-15,whole milk,2,42230
1982,14-Dec-15,coffee,15,42352
3365,13-Aug-15,chicken,6,42229
3653,09-Nov-15,frankfurter,2,42317
1795,03-Apr-15,beef,7,42097
4693,24-Apr-15,canned beer,3.5,42118
4219,16-Oct-15,rolls/buns,1,42293
3636,14-May-15,whole milk,2,42138
1595,11-Apr-15,pip fruit,3,42105
3196,05-May-15,soda,6,42129
2657,21-May-15,bottled beer,30,42145
4656,14-Oct-15,frankfurter,2,42291
4239,11-Feb-15,sausage,1.49,42046
1510,21-Aug-15,other vegetables,5,42237
3462,21-Jan-15,soda,6,42025
3794,01-Nov-15,onions,3,42309
1408,01-Mar-15,root vegetables,7,42064
3686,29-Aug-15,other vegetables,5,42245
2273,28-Feb-15,chewing gum,2,42063
4693,13-Mar-15,fruit/vegetable juice,10,42076
2597,13-Feb-15,pork,8,42048
1551,21-Jul-15,dessert,10,42206
2888,08-Jan-15,flour,20,42012
1631,14-Aug-15,tropical fruit,4,42230
3564,04-Jul-15,pip fruit,3,42189
4277,25-Nov-15,yogurt,1.65,42333
4410,12-Oct-15,ice cream,15,42289
3455,18-Nov-15,pastry,5,42326
2467,05-Jul-15,whole milk,2,42190
2235,19-Jan-15,citrus fruit,3,42023
2145,21-Jan-15,onions,3,42025
3310,08-Mar-15,berries,6.5,42071
2876,19-Sep-15,tropical fruit,4,42266
3736,26-Feb-15,bottled water,2,42061
3402,16-Aug-15,whole milk,2,42232
1397,21-Dec-15,UHT-milk,8,42359
3497,15-Aug-15,pork,8,42231
3044,07-Jun-15,pastry,5,42162
1296,23-Nov-15,other vegetables,5,42331
3999,16-Nov-15,frozen meals,5,42324
2492,10-Nov-15,root vegetables,7,42318
1572,21-Sep-15,soda,6,42268
4224,29-Jan-15,chicken,6,42033
2352,31-Jan-15,dessert,10,42035
3609,23-Feb-15,sausage,1.49,42058
4142,17-Nov-15,other vegetables,5,42325
2736,26-Dec-15,soda,6,42364
2517,20-Mar-15,beef,7,42083
4999,18-Feb-15,berries,6.5,42053
4338,24-Mar-15,ham,10,42087
2215,26-Nov-15,citrus fruit,3,42334
2745,21-Apr-15,berries,6.5,42115
2861,12-Mar-15,meat,20,42075
3553,10-May-15,coffee,15,42134
2993,05-May-15,long life bakery product,6,42129
4365,20-Feb-15,whole milk,2,42055
2860,20-Dec-15,root vegetables,7,42358
3760,22-Nov-15,pork,8,42330
2505,22-Apr-15,yogurt,1.65,42116
1485,12-Jul-15,soda,6,42197
4608,27-Apr-15,frankfurter,2,42121
2873,15-Jul-15,photo/film,30,42200
4848,07-Jul-15,tropical fruit,4,42192
2550,23-Dec-15,chicken,6,42361
2085,22-Apr-15,soda,6,42116
2549,24-Aug-15,sausage,1.49,42240
1200,08-Aug-15,citrus fruit,3,42224
3463,09-May-15,pastry,5,42133
3583,02-Aug-15,root vegetables,7,42218
1276,26-Mar-15,hard cheese,14,42089
2951,22-Dec-15,curd,3,42360
4970,23-Jul-15,berries,6.5,42208
1492,20-Jan-15,cat food,8,42024
3864,26-Aug-15,bottled water,2,42242
2506,17-Nov-15,soda,6,42325
4285,22-Apr-15,fruit/vegetable juice,10,42116
4822,26-Feb-15,brown bread,0.8,42061
3588,15-Dec-15,citrus fruit,3,42353
2520,06-Dec-15,whipped/sour cream,7,42344
1088,14-Jan-15,yogurt,1.65,42018
1486,23-Sep-15,chicken,6,42270
4080,03-Jul-15,photo/film,30,42188
3058,27-Jul-15,sausage,1.49,42212
3133,01-Dec-15,tropical fruit,4,42339
1731,17-Aug-15,whole milk,2,42233
2436,17-Feb-15,butter,1.5,42052
3452,15-May-15,citrus fruit,3,42139
2761,11-Jan-15,pork,8,42015
1705,28-Jul-15,frozen fish,15,42213
3221,01-Apr-15,beef,7,42095
1384,19-Dec-15,other vegetables,5,42357
4570,22-Aug-15,chicken,6,42238
2506,27-Dec-15,beverages,35,42365
3380,23-Apr-15,pork,8,42117
2765,30-Nov-15,candy,10,42338
4840,05-Jun-15,whole milk,2,42160
1685,18-Aug-15,other vegetables,5,42234
2028,01-Mar-15,coffee,15,42064
1125,27-Aug-15,sausage,1.49,42243
1054,02-Sep-15,bottled beer,30,42249
4274,23-Jan-15,soda,6,42027
2710,14-Oct-15,frankfurter,2,42291
2699,28-Nov-15,whipped/sour cream,7,42336
1918,29-Sep-15,tropical fruit,4,42276
4936,02-Mar-15,sausage,1.49,42065
2535,20-Mar-15,rolls/buns,1,42083
4495,24-Aug-15,other vegetables,5,42240
4216,24-Feb-15,citrus fruit,3,42059
1515,21-Sep-15,pastry,5,42268
2604,26-Jan-15,citrus fruit,3,42030
4820,07-Dec-15,pet care,20,42345
2340,28-Nov-15,butter,1.5,42336
2864,13-Mar-15,citrus fruit,3,42076
1366,29-Nov-15,whole milk,2,42337
3317,29-Jun-15,pork,8,42184
4218,11-Jan-15,ham,10,42015
3958,04-Nov-15,soda,6,42312
1309,01-Apr-15,tropical fruit,4,42095
1394,24-May-15,ham,10,42148
4412,04-May-15,sausage,1.49,42128
3649,21-Jun-15,dishes,6,42176
4805,13-Oct-15,other vegetables,5,42290
1599,20-Apr-15,semi-finished bread,2,42114
4321,12-Sep-15,sausage,1.49,42259
3397,20-Feb-15,citrus fruit,3,42055
3767,06-Jun-15,bottled beer,30,42161
2781,01-Jun-15,soda,6,42156
3750,17-May-15,pastry,5,42141
4574,27-Nov-15,bottled beer,30,42335
4180,01-Apr-15,specialty chocolate,20,42095
3897,01-Feb-15,soda,6,42036
4333,01-Jul-15,misc. beverages,20,42186
3796,06-Jun-15,seasonal products,14,42161
2240,18-May-15,citrus fruit,3,42142
2967,06-Feb-15,yogurt,1.65,42041
2581,14-Dec-15,meat,20,42352
1248,15-Dec-15,frankfurter,2,42353
3830,18-Oct-15,frankfurter,2,42295
3976,08-May-15,packaged fruit/vegetables,5,42132
1842,23-Feb-15,root vegetables,7,42058
1626,18-Feb-15,pastry,5,42053
4059,05-Jan-15,frankfurter,2,42009
2370,12-Sep-15,whole milk,2,42259
4466,03-Sep-15,citrus fruit,3,42250
2404,10-Feb-15,beef,7,42045
3224,14-Mar-15,frankfurter,2,42077
1478,12-Feb-15,pork,8,42047
2229,22-Dec-15,sausage,1.49,42360
4418,04-Oct-15,whipped/sour cream,7,42281
3571,07-Jul-15,coffee,15,42192
2234,27-Feb-15,sausage,1.49,42062
3416,07-Feb-15,tropical fruit,4,42042
3429,29-Jun-15,pork,8,42184
1046,24-Jun-15,pork,8,42179
4498,19-Apr-15,other vegetables,5,42113
2152,03-Sep-15,chicken,6,42250
1425,18-Mar-15,ham,10,42081
3946,19-Nov-15,root vegetables,7,42327
1009,14-May-15,tropical fruit,4,42138
2825,25-Dec-15,soda,6,42363
4592,22-Jun-15,whole milk,2,42177
1449,27-May-15,whole milk,2,42151
1837,18-Jun-15,bottled beer,30,42173
4322,31-Oct-15,brown bread,0.8,42308
2039,18-Jun-15,bottled beer,30,42173
3999,19-May-15,dessert,10,42143
1183,04-Jan-15,sausage,1.49,42008
2441,03-Jul-15,meat,20,42188
2739,19-Sep-15,pip fruit,3,42266
3049,05-Feb-15,beef,7,42040
1697,29-May-15,root vegetables,7,42153
4109,24-Aug-15,dessert,10,42240
3217,20-Mar-15,dessert,10,42083
4879,12-Oct-15,other vegetables,5,42289
3505,11-Oct-15,beverages,35,42288
4292,26-Oct-15,frankfurter,2,42303
4813,04-Aug-15,citrus fruit,3,42220
1379,17-Apr-15,pastry,5,42111
3410,31-May-15,yogurt,1.65,42155
4074,10-Sep-15,whole milk,2,42257
3438,04-Jan-15,sausage,1.49,42008
2919,30-Jun-15,pip fruit,3,42185
1401,29-May-15,sausage,1.49,42153
2074,20-Dec-15,bottled water,2,42358
4193,30-Aug-15,meat,20,42246
1195,04-Nov-15,finished products,30,42312
4850,15-Jul-15,other vegetables,5,42200
3255,08-Jan-15,domestic eggs,4,42012
2572,27-May-15,soda,6,42151
3803,14-Dec-15,chicken,6,42352
3342,22-Jun-15,sausage,1.49,42177
3167,20-Aug-15,soda,6,42236
3517,14-Jul-15,whole milk,2,42199
1391,14-Mar-15,rolls/buns,1,42077
2682,20-Jan-15,canned beer,3.5,42024
1363,15-Jan-15,bottled beer,30,42019
4849,17-May-15,citrus fruit,3,42141
3107,16-Nov-15,napkins,5,42324
2171,22-Apr-15,beef,7,42116
2286,19-Jun-15,canned beer,3.5,42174
1449,03-Oct-15,ham,10,42280
2192,10-Feb-15,frankfurter,2,42045
1926,29-May-15,yogurt,1.65,42153
1245,04-Dec-15,turkey,13,42342
4034,13-Nov-15,whole milk,2,42321
3719,22-Feb-15,yogurt,1.65,42057
1033,15-Jun-15,chicken,6,42170
1293,26-Oct-15,whole milk,2,42303
3737,12-Dec-15,sausage,1.49,42350
1114,26-Apr-15,chicken,6,42120
2286,04-Dec-15,citrus fruit,3,42342
1782,13-Sep-15,tropical fruit,4,42260
2837,19-Sep-15,rolls/buns,1,42266
2011,23-Dec-15,UHT-milk,8,42361
3067,22-Sep-15,candy,10,42269
3191,30-Dec-15,pip fruit,3,42368
4161,24-Sep-15,whole milk,2,42271
2526,16-Oct-15,coffee,15,42293
1582,08-Jul-15,sausage,1.49,42193
3663,20-Nov-15,citrus fruit,3,42328
1237,08-Mar-15,rolls/buns,1,42071
2635,17-Sep-15,whole milk,2,42264
3034,22-May-15,whipped/sour cream,7,42146
3005,12-Jul-15,citrus fruit,3,42197
2476,30-Jul-15,butter milk,1.65,42215
1052,15-May-15,frankfurter,2,42139
3781,23-Sep-15,frankfurter,2,42270
4736,03-Apr-15,beef,7,42097
4101,30-Jan-15,chicken,6,42034
2535,17-Oct-15,canned beer,3.5,42294
1924,07-Sep-15,sausage,1.49,42254
3079,04-Jan-15,specialty bar,3,42008
4270,08-Feb-15,bottled water,2,42043
2797,12-Sep-15,chicken,6,42259
3813,18-Jan-15,whole milk,2,42022
4412,20-Dec-15,sausage,1.49,42358
2997,02-Jun-15,canned beer,3.5,42157
3703,24-Mar-15,rolls/buns,1,42087
2260,02-Oct-15,bottled water,2,42279
3583,03-Dec-15,soda,6,42341
2513,30-Jan-15,chicken,6,42034
4336,25-Sep-15,beverages,35,42272
2017,19-Feb-15,nuts/prunes,20,42054
2787,09-May-15,rolls/buns,1,42133
3460,14-Sep-15,other vegetables,5,42261
4056,29-Aug-15,packaged fruit/vegetables,5,42245
2063,23-Aug-15,sausage,1.49,42239
2085,04-Apr-15,pip fruit,3,42098
3778,13-Mar-15,soda,6,42076
2691,09-Mar-15,liver loaf,4,42072
2534,08-Nov-15,pork,8,42316
2315,17-Dec-15,chicken,6,42355
1094,16-May-15,tropical fruit,4,42140
4529,24-May-15,flower soil/fertilizer,8,42148
2745,29-Apr-15,meat,20,42123
4352,28-Nov-15,sausage,1.49,42336
2783,31-Mar-15,citrus fruit,3,42094
